Boer Goats
1 80.2

86	16.9
1942	66.7
1	3.1
86	16.7
1942	74.6
1	3.4
86	16.3
1942	72.3
1	2.9
80	17.1
1936	73.4
1	3.1
80	17.4
1936	72.6
1	3.4
80	17.3
1936	71.5
1	3.5
80	16.7
1936	72.8
1	3.4
80	15.4
1936	71.5
1	4.1
80	18.2
1936	70.5
1	3.4
80	17.3
1936	73.8
1	4.1
80	17.4
1936	66.7
1	3.4
80	16.1
1936	72.1
1	4.1
80	16.6
1936	69.8
1	3.4
80	17.3
1936	74.3
1	4.1
80	17.2
1936	72.6
1	3.7
77	16.9
1933	65.9
1	3.7
77	17.4
1933	66.8
1	3.4
77	17.9
1933	72.6
1	4.1
77	16.9
1933	65.9
1	3.7
77	17.1
1933	66.8
1	4.1
77	17.8
1933	68.4
1	4
141	28
192	39
373	48.5
1	4
135	28.7
186	43
367	54
1	4.2
134	28.5
185	45
366	56
1	3.2
126	26.4
177	39
358	47
1	3
126	26.7
177	41
358	50
1	3.5
123	25.8
174	33
355	39
1	3.8
123	26.3
174	32
355	37
1	3
123	25
174	32
355	37.5
1	4.1
119	28
175	43.5
364	54.5
1	3.9
119	27.5
175	42
364	54
1	3.7
78	16.6
1606	74.6
1	3.4
78	17.3
1606	72.8
1	4.1
77	17.4
1605	69.5
1	3.1
77	17.3
1605	67.3
1	3.5
77	16.7
1605	72.5
1	3.5
95	22.1
1574	63.4
1	3.4
95	21.3
1574	72.3
1	3.2
95	23.6
1574	69.8
1	3.4
95	20.1
1574	74.3
1	3.5
95	21.3
1574	72.6
1	3.1
95	21.7
1574	65.9
1	3.1
95	23.3
1574	66.8
1	2.6
95	19.7
1574	68.4
1	2.2
95	20.2
1574	74.6
1	2.4
95	18.9
1574	73.6
1	2.6
95	19.8
1574	66.7
1	2.4
95	19.1
1574	72.1
1	2.4
95	20.1
1574	69.8
1	2.6
94	20.3
1573	74.3
1	2.5
94	19.2
1573	72.6
1	2.2
94	18.3
1573	59.6
1	2.3
94	17.4
1573	66.2
1	2.4
94	16.7
1573	67.9
1	2.3
94	18.9
1573	72.8
1	2.2
94	15.6
1573	69.9
1	2.5
94	17.1
1573	58.9
1	2.4
94	16.9
1573	65.3
1	2.5
94	16.4
1573	75.6
1	2.3
94	16.1
1573	69.7
1	2.2
94	16.3
1573	70.4
1	2.3
94	16.9
1573	73.5
1	2.2
94	17.1
1573	67.3
1	2.3
93	17.8
1572	72.5
1	2.6
93	18.3
1572	73.8
1	3.2
93	16.4
1572	66.7
1	3.1
93	16.9
1572	74.6
1	3.4
93	16.9
1572	72.3
1	2.9
93	17.1
1572	73.4
1	3.1
93	17.2
1572	72.6
1	2.9
93	16.3
1572	71.5
1	3
93	15.4
1572	72.8
1	3.1
93	17
1572	71.5
1	2.4
88	14.9
1567	70.8
1	2.7
88	16.8
1567	73.3
1	2.3
88	16.3
1567	65.6
1	3
88	16.5
1567	80.2
1	2.8
88	16.7
1567	78.3
1	2.4
88	17.3
1567	71.3
1	2.7
88	16.5
1567	68.8
1	1.5
88	16.3
1567	59.3
1	2.4
88	16.2
1567	65.6
1	2.3
88	17.1
1567	74.3
1	2.2
87	15.3
1566	72.6
1	3.2
87	16.7
1566	65.9
1	3.7
87	18.4
1566	66.8
1	3.1
87	17.3
1566	68.4
1	2.9
87	15.6
1566	74.6
1	3.2
87	17.3
1566	73.8
1	3.1
87	18.1
1566	60.6
1	3.2
87	17.1
1566	64.3
1	3.2
132	25.1
193	41.5
377	58
1	3.1
132	26.3
193	42
377	57
1	4.3
126	27.1
187	46
371	46
1	3.8
125	28.6
186	47
370	56
1	3.7
124	26.4
185	44.5
369	50
1	4.1
124	26.9
185	42
369	55
1	4.3
124	29.5
185	45
1	3.5
123	24.5
184	41
368	52
1	3.8
123	26.3
184	43
368	54
1	4
113	27.9
174	40
358	58
1	3.2
52	10
175	45
357	65
1	3
46	8.8
169	45
351	60
1	3.5
46	8
169	46
351	62
1	4
138	28.5
199	35
382	43
1	3.2
123	25.2
184	38
367	53
1	3.8
118	25
179	40
362	52
1	3.5
118	18
181	43
370	49.5
1	3.5
97	17.5
1306	73.1
1	3.4
97	16.9
1306	74.3
1	3.2
92	17.3
1301	72.6
1	3.4
92	17.1
1301	65.9
1	3.5
82	16.9
1291	66.8
1	3.1
82	16.7
1291	68.4
1	3
120	28.5
176	42
390	56
1	3.5
120	27
176	45
390	57
1	3.5
120	27
176	44
390	54
1	3
116	27.5
172	46
1	4
116	28
172	43
386	54
1	4
112	25
168	43
1	4
109	25
165	43
379	54
1	3.5
107	28.5
163	45
377	56
1	3.2
109	28.5
201	41.5
385	55
1	4.5
87	31
179	46.5
363	57
1	3.2
66	8
189	40
366	65
1	3.2
51	9
174	48
351	66
1	3.2
51	9
174	48
351	65
1	3.2
49	9
172	45
349	61
1	4.5
98	28.5
188	44.5
372	56
1	4.5
98	28
188	46
372	55
1	4.5
36	29
187	42
371	54
1	4.5
97	29
187	47
371	51
1	5
93	29
183	42
1	4.5
93	30
183	41.5
367	49.5
1	5
30	28.5
181	41
365	52
1	5
106	30
198	43
381	56
1	4.5
105	31
197	43
380	57.5
1	5
104	30
196	40
379	55
1	4.5
102	29
194	42
377	56
1	4.5
102	28
194	41.5
1	4.5
102	26.5
194	39.5
377	54
1	5
102	28.5
194	41
377	53
1	4.5
102	27.5
194	40
377	55
1	4.5
100	31.5
192	43
375	57
1	3.1
59	15.2
151	19.1
1	2.9
59	13.2
151	19.21
1	3.5
76	8
199	40
380	67
1	3.5
76	9
199	40
380	60
1	3.5
28	8.2
140	22.3
293	35.3
1	4
53	8
176	37
357	56
1	3
47	8
170	40
351	61
1	3
47	9
170	40
351	59
1	2.9
33	7.2
120	20.8
273	31
1	5
110	27.5
202	44
384	57
1	5
110	26.5
202	42
384	58
1	5
105	27
197	44
379	57
1	2.6
32	7.6
134	21
257	33.6
1	5
100	26
192	43
374	54
1	5
100	26
192	40
374	53
1	5
95	26.5
187	42
369	59
1	4
31	7.5
118	21.5
241	32.8
1	4.2
29	7.1
116	22
239	34.2
1	3.3
31	7.9
110	20
233	32.9
1	3.9
31	8
61	22.9
225	39
225	39
1	3.25
31	7
135	20
226	34.7
1	4
64	23
172	29.5
375	42
1	4.8
64	24
172	30.2
375	45
1	3.9
61	8
124	22
185	32
185	32
1	5
121	31
213	43
394	57
1	4
92	36
215	58
1	4
122	35
304	56
1	4.31
34	8.3
95	22
368	36.6
733	36.6
1	3.28
28	7.2
89	22.3
239	35.4
239	35.4
1	3.5
92	37
243	58
1	3
92	35
243	56
1	3.2
92	30
273	50
1	3.9
103	20.6
195	27
369	46.2
1	4.2
102	19.2
194	29.1
368	49
1	4
102	20.1
194	29.9
368	53.6
1	3.8
101	18.4
193	26.6
367	44.2
1	5
98	26
188	40
371	55
1	4.1
98	18.8
190	28.2
364	50.6
1	4.2
92	20.1
184	31
358	51.8
1	4.2
92	18.2
184	24.2
358	37.2
1	3.7
92	21.4
184	32.5
359	55.2
1	5
87	26
177	42
360	57
1	5
87	25.5
177	40
360	56
1	2.9
30	9.8
92	20.1
1	4
31	11
90	27
1	5
31	6
90	15
1	2.5
31	6
90	18
1	3
31	6.5
90	22
1	3
31	5
90	15
1	4
31	6
90	17
1	3.2
90	38
182	57.2
1	4
90	40
182	59
1	3
90	37
182	58
1	3
90	35
182	57
1	3.5
90	39
182	58
1	2.8
90	36
182	58
1	2.3
31	9.4
90	20.1
1	2.7
31	10.2
62	22.8
1	2.9
98	21.2
182	40.5
491	51.2
491	51.2
1	3.2
98	23.5
182	45.7
491	55.3
491	55.3
1	3.1
98	24.1
182	45.4
491	56.2
491	56.2
1	3.5
98	23.9
182	44.8
491	55.4
491	55.4
1	3.2
97	23.1
181	44.1
490	55.4
490	55.4
1	3.4
97	23.8
181	45.2
490	54.9
490	54.9
1	3.2
97	22.9
181	41.8
490	53.6
490	53.6
1	3.4
97	25.2
181	45.3
490	52.7
490	52.7
1	3.5
97	23.1
181	41.1
490	50.1
490	50.1
1	3.1
97	21.1
181	42.7
490	51.1
490	51.1
1	3.1
97	22.7
181	44.5
490	54.4
490	54.4
1	2.6
97	22.6
181	42.3
490	53.3
490	53.3
1	2.2
97	22.1
181	41.3
490	54.4
490	54.4
1	2.4
97	22.8
181	42.5
490	53.1
490	53.1
1	2.6
97	21.6
181	43.9
490	54.5
490	54.5
1	2.4
97	23.8
181	44.6
490	54.1
490	54.1
1	2.4
97	22.5
181	42.4
490	52.3
490	52.3
1	3.5
81	12.5
163	30
1	4
81	14.5
163	35
1	4
80	14.5
162	36
1	4.3
80	15
162	37
1	4
80	13.5
162	33
1	2.6
95	21.8
179	44
488	54.1
488	54.1
1	2.4
95	21.1
179	40.9
488	51.2
488	51.2
1	2.4
95	22.9
179	44.1
488	54.8
488	54.8
1	2.4
95	22.3
179	41.8
488	53.1
488	53.1
1	2.5
95	21.4
179	40.5
488	52.4
488	52.4
1	2.3
95	20.9
179	41.1
488	51.3
488	51.3
1	2.5
95	20.1
179	41.1
488	51.6
488	51.6
1	2.2
95	23.3
179	44.3
488	54.8
488	51.7
1	2.3
95	20.7
179	39.6
488	51.7
488	51.7
1	2.3
95	23.2
179	44
488	54.8
488	54.8
1	2.2
95	22.5
179	43.5
488	53.4
488	53.4
1	2.5
95	22.6
179	42.4
488	52.2
488	52.2
1	2.4
95	21.7
179	40.5
488	53.1
488	53.1
1	2.5
95	23.2
179	43.2
488	54.9
488	54.9
1	2.3
95	22.7
179	42.2
488	53.2
488	53.2
1	4
79	14.5
161	32
1	4.2
33	8.5
92	22
158	35.8
158	35.8
1	4.4
33	8.2
92	22.5
158	31
158	31
1	4.5
33	8.6
92	21.6
158	35
158	35
1	4.3
78	13
160	30
1	4.3
32	8.4
91	23
157	36.7
157	36.7
1	4
32	8.8
91	23.5
157	37
157	37
1	2.2
92	21.9
176	43.1
485	53.8
485	53.8
1	2.3
92	20.7
176	43.3
485	52.3
485	52.3
1	2.2
92	24.1
176	43.9
485	53.7
485	53.7
1	2.3
92	22.9
176	43.4
485	54.9
485	54.9
1	2.6
92	22.1
176	42
485	53.1
485	53.1
1	3.2
92	23.1
176	42.9
365	51.3
485	51.3
1	3.1
92	23.1
176	44.5
365	53.4
485	53.4
1	3.4
92	23.5
176	43.7
485	52.1
485	52.1
1	3.8
30	7.8
89	21.8
155	35.8
155	35.8
1	3.6
30	7.8
89	22
155	36
155	36
1	3.1
110	17.3
183	25.2
403	42.6
1	3.4
110	16.8
183	28.2
403	48.6
1	3.5
33	7.6
92	19.8
153	33.9
153	33.9
1	3.5
68	13
150	30
1	3.5
65	12
147	29
1	3.7
65	13
147	32
1	2.6
49	18.5
116	23
1	2.3
49	16
116	21
1	3.5
64	12
146	31
1	2.8
31	9.7
90	20
1	2.4
95	22
195	43.4
368	47.3
462	52.3
1	2.5
95	21.9
195	41.99
368	44.2
462	50.1
1	3
29	10.2
90	23.1
1	5
101	26.5
162	46
1	3
73	15
180	36
365	50
1	3.7
73	16
180	37
365	48
1	2.6
89	19.1
189	40.1
362	41.4
456	48.3
1	3
88	19.8
188	43.7
361	44.5
455	52.1
1	2.8
89	19.1
188	42.2
361	43.3
455	53.4
1	5
98	27
159	45
1	5
98	26
159	45.5
1	3
73	16
181	35
365	46
1	3.2
73	14
181	38
365	45
1	2.8
73	15
181	39
365	52
1	3.3
66	12.5
161	31
1	3.2
66	11
161	26
1	3.3
66	11
161	27
1	3.7
66	12.5
161	30
1	5
95	26.5
156	44
1	3.5
31	7.5
92	21
186	35.4
186	35.4
1	5
91	26.5
152	49
1	2.98
27	6.9
88	20.9
182	22.5
182	22.5
1	2.8
28	10.3
89	23.5
1	5
90	28
151	46
1	3.2
59	11.5
154	28
1	3.4
24	7.5
85	22
179	36.4
179	36.4
1	3.2
57	11.5
152	28
1	3.4
57	13
152	32
1	2.8
28	9
89	23
1	2.73
31	6.7
91	15.8
206	29.8
571	29.8
1	3.5
74	14
179	35
365	42
1	5
96	26.8
157	42
1	3.2
92	36
184	55
1	5
95	26.5
156	45
1	5
93	27.5
154	42
1	5
93	26.2
154	43
1	3.2
91	24.6
183	36.1
402	41.1
402	41.1
1	2.7
31	7
92	20.9
117	35
117	35
1	3.6
31	7.9
92	22.9
117	37
117	37
1	2.9
30	7.3
91	22.5
116	36.5
116	36.5
1	3
30	7
91	21.5
116	35.5
116	35.5
1	3.7
29	7.8
90	21.9
115	25.5
115	25.5
1	3.5
29	7.9
90	22
115	35.5
115	35.5
1	2.7
97	21.1
171	44.24
372	51.2
1	4.9
89	17.1
148	26.8
389	43.4
1	2.6
95	19.1
169	44.8
370	48.7
1	3
95	19.9
169	41.75
370	52.1
1	4
30	6
91	18
1	2.5
94	17.5
168	40.84
369	50.1
1	2.6
94	16.4
168	44.95
369	54.7
1	4
75	17
180	35
1	2.7
91	17
165	40.84
366	51.6
1	2.6
89	17.8
163	43.48
364	48.2
1	2.7
87	18
161	46.49
362	55.1
1	2
87	17.9
161	45.14
362	49.9
1	4.1
79	17.1
167	25.7
379	41.2
1	2.7
46	11.8
530	38
1	4.6
46	15.3
529	40
1	4.3
46	14.8
529	40
1	2.3
31	9.7
92	23.1
1	3.6
93	18
161	37.5
1	3.25
93	17
556	42
1	3
31	11.1
92	18
1	3
31	10
92	20.1
1	3
31	10.8
92	24
1	3.5
31	12.6
92	21
1	2.6
135	17.2
311	49.8
1	3
31	10.3
92	24
1	3
31	9.8
92	19.7
1	2.5
31	10.7
92	19.8
1	3.5
31	10.6
92	16
1	3
31	10.7
92	16
1	3.5
31	9.9
92	18
1	3
31	10.4
92	18
1	3.1
82	19.5
150	39
1	3.2
82	18.5
150	35
1	4
31	9.9
92	20
1	3.5
31	9.9
92	16
1	4.1
79	19.5
147	35.5
1	3.5
79	17.5
147	38
1	3
31	21.9
92	27
1	3.5
31	10.7
92	14
1	2.7
31	9.7
92	22.9
1	3
31	8.5
92	20
1	3.5
31	8.5
92	18
1	3.5
31	9.9
92	18
1	5
75	21
181	36
1	2.95
91	17
145	36
1	3.15
77	17
145	37
1	3.5
30	9.9
92	20
1	3.5
30	9.9
61	14
1	3.5
30	9.9
92	20
1	3.5
30	8.5
92	16
1	3.5
30	10.4
92	17
1	3.5
30	9.9
92	18
1	3.5
30	10.7
92	18
1	3.5
30	9.9
92	14
1	3
30	11.9
92	21
1	3.75
84	18.5
138	38.5
1	3.3
78	18
132	35.6
1	3.6
96	18
183	32.1
1	3.5
70	18
178	38
1	3.5
70	16
178	38
1	3.5
70	18
178	39
1	3
70	16
178	37
1	3.8
70	15
178	38
1	3.8
70	14
178	39
1	4.5
70	16
178	37
1	3.8
70	16
178	38
1	4
70	17
178	39
1	3.5
70	17
178	37
1	3
70	18
178	38
1	3.5
70	17
178	39
1	4
70	15
178	37
1	4.1
94	19.9
190	31.8
366	14.9
1	4.3
94	19.6
190	32.2
366	16.9
1	4
75	16
180	31
1	3.6
67	18
130	29.7
324	13.8
1	3
92	27.4
183	35.1
1	4.07
107	19.7
426	37.6
1	4
75	17
180	37
1	3.4
125	25.1
176	49.8
1	4.1
16	14.2
112	16.6
228	41.2
1	2.8
116	23.9
167	33.1
1	3.2
113	21.2
164	27.4
1	3.25
85	18.5
197	51
1	3.5
83	10.5
163	14.1
163	14.1
1	3
81	12.3
161	15.9
161	15.9
1	3
81	18.4
161	22.1
161	22.1
1	3.5
81	18.6
161	22.3
161	22.3
1	3.1
81	11.9
161	15.1
161	15.1
1	3.4
81	18.2
161	14.1
161	14.1
1	3.5
81	10.3
161	23.2
161	23.2
1	3
79	17.5
191	48
1	3.2
79	18.5
191	55
1	3.5
80	7.1
160	17.9
160	17.9
1	3.5
80	11.7
160	19.1
160	19.1
1	3.5
80	15.5
160	18.2
160	18.2
1	3.1
80	15.1
160	19
160	19
1	3.3
77	15.4
157	22.9
157	22.9
1	4.2
76	11.3
156	13.6
156	13.6
1	3.2
92	26.6
144	34.2
1	3.8
74	18
186	56
1	3.75
74	19
186	53
1	3.2
90	20.3
142	29.2
1	3
90	19.5
142	28.1
1	4.3
68	20
180	48
1	2.9
122	21.7
140	24.1
1	2.9
122	18.1
140	20.1
1	3
30	9.8
92	19.9
1	2.9
117	23.5
188	30
1	3.1
117	23
188	30
1	4.1
191	26.6
197	16.4
1	3.9
30	13.6
93	23.1
1	2.8
114	21.5
185	28
1	3.4
118	25.8
136	28.1
1	3.2
95	13.6
188	23.6
1	2.4
114	18.5
181	24.5
1	3.8
113	22.1
131	25.2
1	3.74
31	7.8
93	21.8
189	35.8
189	35.8
1	2.3
112	13.5
179	18.5
1	3.27
52	18
164	36
1	3.9
34	7.9
92	21.2
187	35
187	35
1	3.2
30	7.7
93	22.1
159	40.3
159	40.3
1	3
30	7.5
93	22.4
159	41.4
159	41.4
1	3.3
30	7.8
93	23.1
159	42.3
159	42.3
1	4
90	19
183	30
1	3.64
33	7
95	21.5
202	34.3
202	34.3
1	3.64
33	7.8
95	22.3
202	36.3
202	36.3
1	3.5
29	8
92	23.2
158	43.1
158	43.1
1	2.4
109	17
176	21.5
1	2.6
109	20
176	25.5
1	4.65
49	16
161	38
1	3.2
88	19.4
181	28
1	3.1
88	13.4
181	23.8
1	3.1
32	7
91	21.5
182	34.6
182	34.6
1	4.23
32	8.3
91	22.3
182	36.3
182	36.3
1	4.4
85	14.2
178	26.8
1	4.3
45	18.5
157	36.5
1	3.99
31	8.1
89	22
180	36.5
180	36.5
1	4.11
31	8
89	22.5
180	36.3
180	36.3
1	2.9
30	7.4
92	22.2
151	40.6
151	40.6
1	2.8
30	7.3
92	21.8
151	38.8
151	38.8
1	3.4
30	7.9
92	23.4
151	40.5
151	40.5
1	3
30	7.5
92	23.8
151	43.2
151	43.2
1	3.27
74	17.5
151	34
1	3
108	17.3
108	17.3
1	3.74
33	8.5
92	23.7
190	37.6
190	37.6
1	3.4
31	13.2
90	22.4
1	3.1
31	12.8
90	21.7
1	3.4
107	18.1
107	18.1
1	3.5
107	18.3
107	18.3
1	3.3
119	22.6
153	24.1
1	3.94
32	7.9
91	21.9
173	35.9
173	35.9
1	3.8
106	14.9
106	14.9
1	3.6
106	14.2
106	14.2
1	3.7
106	22.3
106	22.3
1	3.2
105	20.5
105	20.5
1	3.5
105	20.5
105	20.5
1	4.39
30	7.9
89	24.5
187	38.4
187	38.4
1	4.59
30	8.9
89	25.4
187	39.9
187	39.9
1	3.75
69	18
146	36.5
1	3.97
32	8.02
90	22.5
170	35
170	35
1	3
103	13.9
103	13.9
1	3.5
103	22.1
103	22.1
1	3.6
103	16.1
103	16.1
1	3
114	21.3
148	24.3
1	3
114	23.9
148	27.3
1	2.6
114	17.2
148	20.5
1	3.5
101	21.9
101	21.9
1	2.75
65	18
142	35.5
1	3
65	18.5
142	58
1	3
65	17
142	54
1	2.7
112	19.7
146	22.2
1	3.8
129	18.4
244	29
1	2.6
123	25
190	32.5
1	3.6
95	22.1
95	22.1
1	3.7
95	25.9
95	25.9
1	3.1
117	25
189	28.5
1	2.8
122	18.5
189	23.5
1	2.8
122	19.5
189	26
1	4.12
32	8.2
91	22.3
160	36.3
160	36.3
1	3.2
33	7.5
92	21.4
153	36.2
153	36.2
1	3.4
33	7.4
92	22.1
153	36.5
153	36.5
1	3.5
33	7.5
92	21.8
153	35.6
153	35.6
1	3.8
33	7.8
92	22.2
153	37.8
153	37.8
1	3.1
116	20.5
188	24.5
1	2.4
116	20
188	23.5
1	2.7
116	20.5
188	25
1	2.8
116	25
188	29.5
1	2.7
126	17
188	26
1	4.2
32	8.2
91	22.1
152	37.3
152	37.3
1	3.98
30	8
89	25
158	39
158	39
1	4.8
31	8.8
90	23.1
151	37.9
151	37.9
1	3
75	20
191	28
1	3.6
32	7.6
91	21.8
150	36.4
150	36.4
1	3.2
32	7.2
91	21.6
150	35.8
150	35.8
1	3.98
32	8.4
90	23.6
156	37.9
156	37.9
1	4.1
89	24.3
225	42.5
225	42.5
1	4.2
30	8.2
89	22.5
148	37.2
148	37.2
1	3.5
30	7.2
89	22.1
148	36.6
148	36.6
1	3
81	14.3
81	14.3
1	3.74
31	7.7
90	22.9
146	38.4
146	38.4
1	3.71
31	8
90	22.7
146	39.8
146	39.8
1	3.88
32	7.8
92	22
143	36
143	36
1	3.2
31	5.645
59	9.805
1	3.1
73	16
168	25
1	3.1
33	10.2
92	18.4
355	38.1
1	3.1
61	9.5
92	17.5
355	41.5
1	2.6
33	10.3
92	17.3
355	42.1
1	2.2
33	10.2
92	16.9
355	43.1
1	2.4
33	11.1
92	17.4
355	43.5
1	2.6
33	10.5
92	16.3
355	42.5
1	2.4
33	10.2
92	16.3
355	44.3
1	2.5
33	9.9
92	16.9
355	42.4
1	2.6
33	11.1
92	16.4
355	44.2
1	2.4
33	11.2
92	16.8
355	41.1
1	3.2
75	18.4
109	22.7
1	2.4
32	11.5
91	17.1
354	44.3
1	2.6
32	10.8
91	18.3
354	38.2
1	2.5
32	10.5
91	17.3
354	40.5
1	2.3
31	9.6
90	17.1
353	39.1
1	2.5
31	9.4
90	15.9
353	40.8
1	2.2
31	11.3
90	17.1
353	38.2
1	2.3
31	12.4
90	16.4
353	39.9
1	2.4
31	11.6
90	17.2
353	43.8
1	2.4
31	13.1
90	16.2
353	39.5
1	2.2
31	12.1
90	16.1
353	43.5
1	2.5
31	12.3
90	16.9
353	35.3
1	2.4
30	11.9
89	15.5
352	40.5
1	2.5
30	12.3
89	16.2
352	44.5
1	2.3
30	13.1
89	15.8
352	42.2
1	2.2
30	11.1
89	16.7
352	39.4
1	2.9
51	13.5
70	13.5
1	2.3
29	12.1
88	15.9
351	41.2
1	2.3
29	12.3
88	16.3
351	43.9
1	2.3
29	12.3
88	16.1
351	40.1
1	2.6
31	8.3
88	16.4
351	42
1	3.2
31	13.1
88	16.7
351	38.2
1	3.1
31	13.7
88	16.9
351	44.5
1	2.8
31	21.1
90	20.3
1	3.5
31	20.4
90	20.1
1	2.8
52	11.9
68	11.9
1	3.2
47	14.8
68	14.8
1	3.4
31	11.5
86	18.4
349	32.2
1	2.9
31	10.2
86	16.3
349	42.1
1	2.7
67	9.9
67	9.9
1	2.8
67	11.7
67	11.7
1	3.1
30	10.1
84	17.2
347	43.4
1	3.4
29	13.1
83	17.9
346	39.9
1	3.5
29	14.1
83	16.7
346	38.7
1	3.4
29	12.6
83	17.3
346	37.5
1	4.1
29	14.1
83	18.2
346	42.1
1	3.7
31	12.1
77	17.2
340	40.5
1	3.5
31	12.1
77	17.6
340	38.4
1	3.2
57	18.9
57	18.9
1	3.1
29	9
90	18.1
1	3.7
28	14
81	21
1	4.2
28	17
81	22
1	3
117	15.5
190	24.5
402	44.5
1	4
120	8.5
229	24
250	24
1	3.5
120	10
229	24
250	24
1	7
28	16
89	32
1	4.4
98	25
184	32.6
1	4.6
98	24.2
184	31.8
1	4
98	16.4
184	28
383	41.2
1	4.1
28	16
67	24
1	4
28	16.5
67	20
1	3.2
100	22.9
100	22.9
1	3
96	16.4
182	25.6
1	3.2
96	18.8
182	27.4
1	3.6
104	22
177	27.5
389	36
1	4
28	11
89	19
1	4
28	11
89	20
1	4.5
103	28.2
172	30.2
1	3
92	14
178	20
1	2.6
92	17
178	24.4
1	5
26	9
118	27
179	42
454	57
1	3.1
95	22.1
95	22.1
1	3.2
95	21.8
95	21.8
1	3.6
91	18.6
177	23.8
1	3.88
28	7.8
86	22
201	36
201	36
1	3
28	9
89	18
1	3.64
90	18.2
267	38
1	3.32
28	7.5
89	21.5
194	32
194	32
1	4.1
122	25.1
122	25.1
1	3.9
122	30.2
122	30.2
1	3.1
122	29.1
122	29.1
1	3.74
33	7.9
94	20
189	34
189	34
1	3
74	11
180	20
231	32
1	3.42
122	17
260	39.5
1	3.15
82	17.8
259	40.5
1	2.94
82	16.8
259	41
1	2.81
32	7.2
91	20.8
186	30
186	30
1	3
92	18.5
196	25.5
372	41.5
1	2.7
115	17.7
157	23.7
1	3.2
115	19.6
157	29.2
1	3.7
76	21
180	38
366	52
419	55
1	4.5
63	17
189	37
1	3
61	16
187	36
1	3
61	16
187	37
1	3
31	12
92	19
1	2.5
31	9
92	20
1	3.5
31	9.5
92	22
1	2.5
31	9
92	18
1	2.5
31	9
92	19
1	4
31	11
92	21
1	2.3
92	18
186	25.5
362	43
1	4
31	10
92	23
1	4.5
31	10.5
92	21
1	3
31	8
92	18
1	4.5
31	10
92	22
1	3.33
70	18.2
247	45
1	3.04
70	17.95
247	43.6
1	3.5
31	9.5
92	20
1	4
31	9
92	22
1	2.92
67	16.7
244	41
1	5
31	10
92	21
1	5
31	11
92	23
1	4
31	8.5
93	21.5
152	35.5
152	35.5
1	3.5
31	10
92	26
1	4.5
31	10
92	22
1	3.5
58	8
158	15
209	24
1	3.5
31	11
92	23
1	4
31	11
92	19
1	3.91
61	18.5
238	36.5
1	2.85
61	17.04
238	38
1	2.95
61	17.5
238	44
1	2.6
137	17.5
206	23
352	33.5
1	3.4
103	28.8
137	32.8
1	3.3
103	27.9
137	30.3
1	4.1
